Audit_ID,Department,Audit_Finding,Risk_Level,Audit_Date,Auditor_Name
3163,Finance,Fraudulent Activity,Medium,2022-09-05,Alice Johnson
3164,IT,Non-compliance,Medium,2022-02-14,David Kim
3165,Operations,Fraudulent Activity,Medium,2022-03-30,Carol Lee
3166,Marketing,Fraudulent Activity,Medium,2022-04-03,Alice Johnson
3167,IT,Non-compliance,Low,2022-06-18,Carol Lee
3168,Marketing,Non-compliance,Medium,2022-04-11,Alice Johnson
3169,HR,Fraudulent Activity,Medium,2022-12-26,David Kim
3170,Marketing,Non-compliance,Low,2022-11-15,David Kim
3171,Marketing,Fraudulent Activity,Medium,2022-03-19,Alice Johnson
3172,Finance,Non-compliance,Medium,2022-06-12,David Kim
3173,Marketing,Control Weakness,Medium,2022-10-12,Alice Johnson
3174,IT,Control Weakness,High,2023-01-01,David Kim
3175,IT,Non-compliance,Medium,2022-12-24,David Kim
3176,Finance,Control Weakness,Medium,2022-09-20,Bob Smith
3177,Operations,Control Weakness,High,2022-06-25,Alice Johnson
3178,IT,Fraudulent Activity,Low,2022-05-11,Alice Johnson
3179,Operations,Fraudulent Activity,Low,2022-02-09,Eva Brown
3180,HR,Non-compliance,Low,2022-07-06,Eva Brown
3181,Operations,Control Weakness,Low,2022-05-31,Carol Lee
3182,Operations,Non-compliance,Medium,2022-10-16,Carol Lee
3183,Finance,Non-compliance,High,2022-12-26,David Kim
3184,Marketing,Non-compliance,Low,2022-06-06,David Kim
3185,Marketing,Control Weakness,Low,2022-08-30,Carol Lee
3186,Finance,Fraudulent Activity,Medium,2022-07-27,Bob Smith
3187,Finance,Non-compliance,Medium,2022-08-24,Bob Smith
3188,Operations,Non-compliance,Low,2022-03-01,David Kim
3189,Marketing,Fraudulent Activity,Low,2022-05-12,David Kim
3190,IT,Fraudulent Activity,Medium,2022-10-21,Carol Lee
3191,IT,Control Weakness,High,2022-05-09,Bob Smith
3192,Finance,Fraudulent Activity,Low,2022-03-06,Alice Johnson
3193,HR,Fraudulent Activity,High,2022-04-28,Alice Johnson
3194,IT,Fraudulent Activity,Low,2022-07-07,Bob Smith
3195,Marketing,Non-compliance,Medium,2022-10-14,Bob Smith
3196,IT,Fraudulent Activity,High,2022-04-13,Eva Brown
3197,Marketing,Control Weakness,High,2022-09-11,Carol Lee
3198,HR,Control Weakness,High,2022-08-18,Bob Smith
3199,Finance,Control Weakness,High,2022-01-16,David Kim
3200,Marketing,Fraudulent Activity,High,2022-07-29,David Kim
3201,Marketing,Fraudulent Activity,Medium,2022-02-28,Eva Brown
3202,Marketing,Fraudulent Activity,High,2022-06-17,Alice Johnson
3203,Marketing,Fraudulent Activity,Medium,2022-12-25,David Kim
3204,Finance,Control Weakness,High,2022-12-07,Carol Lee
3205,Marketing,Control Weakness,Medium,2022-01-13,Eva Brown
3206,HR,Non-compliance,Medium,2022-06-09,Eva Brown
3207,HR,Non-compliance,Low,2022-12-16,Alice Johnson
3208,Finance,Fraudulent Activity,High,2022-01-10,Eva Brown
3209,Marketing,Fraudulent Activity,Low,2022-05-13,Carol Lee
3210,HR,Control Weakness,Medium,2022-11-26,Alice Johnson
3211,Operations,Fraudulent Activity,Low,2022-11-19,Alice Johnson
3212,IT,Control Weakness,Medium,2022-04-03,Carol Lee
3213,Marketing,Fraudulent Activity,Medium,2022-06-07,Eva Brown
3214,Operations,Non-compliance,High,2022-06-21,David Kim
3215,Marketing,Non-compliance,Medium,2022-02-16,Alice Johnson
3216,Marketing,Non-compliance,High,2022-12-25,Eva Brown
3217,IT,Non-compliance,Medium,2022-11-07,Alice Johnson
3218,HR,Fraudulent Activity,Medium,2022-01-30,Alice Johnson
3219,Operations,Control Weakness,Medium,2022-10-02,Eva Brown
3220,IT,Fraudulent Activity,Medium,2022-11-22,Carol Lee
3221,Finance,Non-compliance,High,2022-03-24,Alice Johnson
3222,Operations,Control Weakness,Low,2022-04-14,Alice Johnson
3223,IT,Fraudulent Activity,Medium,2022-09-15,Carol Lee
3224,IT,Control Weakness,High,2022-10-30,Alice Johnson
3225,IT,Control Weakness,Medium,2022-10-25,Eva Brown
3226,IT,Control Weakness,Medium,2022-03-23,Carol Lee
3227,Operations,Fraudulent Activity,High,2022-10-08,Eva Brown
3228,Finance,Control Weakness,Low,2022-02-20,David Kim
3229,Marketing,Non-compliance,High,2022-11-24,Eva Brown
3230,IT,Non-compliance,High,2022-08-12,Bob Smith
3231,Operations,Control Weakness,High,2022-11-01,Carol Lee
3232,IT,Non-compliance,Medium,2022-01-25,Eva Brown
3233,Finance,Fraudulent Activity,High,2022-10-12,Bob Smith
3234,Marketing,Non-compliance,High,2022-07-10,Alice Johnson
3235,Operations,Control Weakness,Medium,2022-04-10,Alice Johnson
3236,HR,Non-compliance,High,2022-10-28,Eva Brown
3237,Operations,Fraudulent Activity,Medium,2022-10-18,Alice Johnson
3238,Finance,Control Weakness,Medium,2022-07-19,Carol Lee
3239,HR,Non-compliance,High,2022-09-22,Carol Lee
3240,IT,Fraudulent Activity,Medium,2022-08-03,Eva Brown
3241,Finance,Fraudulent Activity,Medium,2022-01-02,Eva Brown
3242,Marketing,Non-compliance,Low,2022-10-31,Bob Smith
3243,Operations,Control Weakness,Medium,2022-04-19,Bob Smith
3244,IT,Control Weakness,Low,2022-11-29,Eva Brown
3245,IT,Control Weakness,Low,2022-04-01,Bob Smith
3246,Marketing,Non-compliance,High,2022-05-19,David Kim
3247,IT,Non-compliance,Medium,2022-02-01,Alice Johnson
3248,IT,Fraudulent Activity,Medium,2022-08-05,David Kim
3249,IT,Non-compliance,Medium,2022-05-21,Alice Johnson
3250,Marketing,Control Weakness,Low,2022-10-30,Carol Lee
3251,HR,Non-compliance,Low,2022-07-08,Alice Johnson
3252,Operations,Non-compliance,Low,2022-08-17,Bob Smith
3253,Finance,Non-compliance,Medium,2022-10-14,Carol Lee
3254,Finance,Fraudulent Activity,Low,2022-01-03,David Kim
3255,HR,Control Weakness,Medium,2022-02-16,Eva Brown
3256,IT,Control Weakness,High,2022-01-03,Carol Lee
3257,HR,Control Weakness,Low,2022-05-16,Bob Smith
3258,IT,Control Weakness,High,2022-03-20,Carol Lee
3259,Marketing,Control Weakness,Low,2022-07-14,Alice Johnson
3260,HR,Non-compliance,Low,2022-12-13,David Kim
3261,Finance,Non-compliance,Low,2022-10-10,Bob Smith
3262,Finance,Fraudulent Activity,Medium,2022-08-23,Eva Brown
3263,Marketing,Fraudulent Activity,Low,2022-05-23,Bob Smith
3264,Finance,Fraudulent Activity,Low,2022-04-04,Carol Lee
3265,Finance,Fraudulent Activity,Low,2022-10-16,Alice Johnson
3266,Operations,Control Weakness,Medium,2022-08-14,David Kim
3267,Marketing,Non-compliance,Medium,2022-04-27,David Kim
3268,HR,Fraudulent Activity,Medium,2022-01-26,Carol Lee
3269,HR,Control Weakness,Low,2022-12-29,Carol Lee
3270,Finance,Non-compliance,Medium,2022-05-02,Bob Smith
3271,Marketing,Control Weakness,High,2022-12-23,David Kim
3272,Operations,Control Weakness,Medium,2022-07-02,Alice Johnson
3273,IT,Non-compliance,Medium,2022-12-14,David Kim
3274,Marketing,Non-compliance,Low,2022-12-05,Eva Brown
3275,IT,Fraudulent Activity,Low,2022-01-24,Bob Smith
3276,IT,Fraudulent Activity,Medium,2022-08-28,Bob Smith
3277,Marketing,Non-compliance,Medium,2022-09-14,Bob Smith
3278,Finance,Control Weakness,Low,2022-01-11,Bob Smith
3279,Marketing,Control Weakness,Low,2022-06-30,Carol Lee
3280,Finance,Fraudulent Activity,Medium,2022-02-28,David Kim
3281,Operations,Control Weakness,High,2022-12-27,Bob Smith
3282,HR,Fraudulent Activity,High,2022-11-24,Eva Brown
3283,Finance,Non-compliance,Medium,2022-01-27,Bob Smith
3284,Marketing,Non-compliance,Low,2022-04-12,Bob Smith
3285,Marketing,Fraudulent Activity,Medium,2022-07-03,David Kim
3286,Finance,Control Weakness,Low,2022-02-17,Bob Smith
3287,HR,Non-compliance,Medium,2022-04-26,Alice Johnson
3288,IT,Non-compliance,Medium,2022-02-28,David Kim
3289,HR,Non-compliance,Medium,2022-08-23,Eva Brown
3290,HR,Control Weakness,Low,2022-02-28,Eva Brown
3291,HR,Non-compliance,High,2022-06-15,Eva Brown
3292,Marketing,Fraudulent Activity,Medium,2022-12-01,Eva Brown
3293,Finance,Fraudulent Activity,Medium,2022-08-11,Bob Smith
3294,IT,Fraudulent Activity,Low,2022-01-28,David Kim
3295,Finance,Non-compliance,Low,2022-11-01,David Kim
3296,Marketing,Non-compliance,Low,2022-01-10,Alice Johnson
3297,Operations,Fraudulent Activity,Low,2022-07-11,David Kim
3298,HR,Fraudulent Activity,Medium,2022-03-17,Bob Smith
3299,IT,Non-compliance,Medium,2022-08-24,Bob Smith
3300,Finance,Non-compliance,High,2022-05-08,Bob Smith
3301,Finance,Non-compliance,Medium,2022-01-09,Bob Smith
3302,HR,Fraudulent Activity,High,2022-10-09,Bob Smith
3303,Operations,Fraudulent Activity,Medium,2022-02-12,David Kim
3304,HR,Control Weakness,Low,2022-10-04,David Kim
3305,Operations,Fraudulent Activity,Low,2022-03-30,David Kim
3306,Finance,Control Weakness,Medium,2022-07-27,Eva Brown
3307,Finance,Control Weakness,Low,2022-10-15,Bob Smith
3308,Operations,Non-compliance,High,2022-12-24,Bob Smith
3309,Finance,Fraudulent Activity,Medium,2022-01-23,Alice Johnson
3310,IT,Control Weakness,High,2022-07-20,Alice Johnson
3311,HR,Fraudulent Activity,Medium,2022-11-08,Bob Smith
3312,IT,Non-compliance,High,2022-09-06,David Kim
3313,Operations,Fraudulent Activity,Low,2022-03-14,Alice Johnson
3314,HR,Non-compliance,Medium,2022-05-02,Carol Lee
3315,Operations,Fraudulent Activity,Medium,2022-07-26,Alice Johnson
3316,IT,Fraudulent Activity,Low,2022-08-15,David Kim
3317,IT,Fraudulent Activity,Medium,2022-06-08,Carol Lee
3318,IT,Non-compliance,Medium,2022-03-22,Alice Johnson
3319,HR,Non-compliance,Low,2022-04-26,Bob Smith
3320,IT,Non-compliance,High,2022-03-24,David Kim
3321,Operations,Control Weakness,Low,2022-04-21,Eva Brown
3322,HR,Non-compliance,High,2022-10-17,David Kim
3323,IT,Fraudulent Activity,Medium,2022-11-29,Alice Johnson
3324,HR,Control Weakness,Low,2022-03-22,Eva Brown
3325,HR,Control Weakness,Low,2022-12-22,David Kim
3326,Finance,Control Weakness,High,2022-09-29,Alice Johnson
3327,HR,Non-compliance,Low,2022-04-09,Eva Brown
3328,Marketing,Non-compliance,High,2022-07-09,Alice Johnson
3329,Finance,Fraudulent Activity,Medium,2022-04-12,Alice Johnson
3330,IT,Fraudulent Activity,Medium,2022-10-31,Carol Lee
3331,Operations,Non-compliance,High,2022-04-21,Bob Smith
3332,IT,Non-compliance,Medium,2022-12-16,Carol Lee
3333,Finance,Non-compliance,High,2022-09-22,Bob Smith
3334,Operations,Control Weakness,Medium,2022-03-26,Alice Johnson
3335,HR,Non-compliance,High,2022-03-17,Eva Brown
3336,IT,Fraudulent Activity,High,2022-02-11,David Kim
3337,Finance,Fraudulent Activity,Medium,2022-10-31,Eva Brown
3338,Finance,Fraudulent Activity,Medium,2022-05-01,Eva Brown
3339,Finance,Control Weakness,Low,2022-12-27,Eva Brown
3340,HR,Non-compliance,High,2022-08-14,Carol Lee
3341,Finance,Control Weakness,Medium,2022-03-22,Bob Smith
3342,Marketing,Non-compliance,High,2022-08-03,Carol Lee
3343,HR,Fraudulent Activity,Medium,2022-04-20,Carol Lee
3344,Finance,Fraudulent Activity,Medium,2022-08-24,Eva Brown
3345,HR,Non-compliance,Medium,2022-09-30,Carol Lee
3346,Finance,Control Weakness,Medium,2022-11-25,Eva Brown
3347,HR,Control Weakness,High,2022-03-01,Alice Johnson
3348,Operations,Non-compliance,Low,2022-02-14,David Kim
3349,HR,Control Weakness,High,2022-03-11,Bob Smith
3350,Finance,Fraudulent Activity,High,2022-06-18,Carol Lee
3351,Operations,Fraudulent Activity,Low,2022-11-04,Bob Smith
3352,Finance,Fraudulent Activity,High,2022-11-26,Bob Smith
3353,HR,Control Weakness,Medium,2022-10-30,Carol Lee
3354,Marketing,Fraudulent Activity,High,2022-01-13,Bob Smith
3355,IT,Control Weakness,Medium,2022-10-23,Alice Johnson
3356,IT,Fraudulent Activity,Medium,2022-04-17,Alice Johnson
3357,IT,Control Weakness,Low,2022-01-30,Eva Brown
3358,IT,Control Weakness,High,2022-09-02,Eva Brown
3359,HR,Fraudulent Activity,Low,2022-12-18,Eva Brown
3360,IT,Control Weakness,High,2022-05-26,Carol Lee
3361,HR,Non-compliance,High,2022-02-15,Alice Johnson
3362,Marketing,Non-compliance,Low,2022-01-07,Carol Lee
3363,Marketing,Control Weakness,Low,2022-09-21,Bob Smith
3364,IT,Control Weakness,Low,2022-01-01,David Kim
3365,Operations,Fraudulent Activity,Medium,2022-11-25,Alice Johnson
3366,IT,Fraudulent Activity,Low,2022-02-18,Bob Smith
3367,HR,Non-compliance,High,2022-08-12,Eva Brown
3368,HR,Fraudulent Activity,Medium,2022-10-25,David Kim
3369,Marketing,Control Weakness,Low,2022-03-31,David Kim
3370,Finance,Control Weakness,Medium,2022-10-09,David Kim
3371,IT,Fraudulent Activity,Medium,2022-10-12,Bob Smith
3372,Marketing,Fraudulent Activity,Low,2022-09-21,Bob Smith
3373,HR,Fraudulent Activity,Low,2022-10-06,Bob Smith
3374,Marketing,Control Weakness,High,2022-11-17,Alice Johnson
3375,IT,Fraudulent Activity,High,2022-11-05,Eva Brown
3376,Finance,Non-compliance,Low,2022-03-29,David Kim
3377,Finance,Non-compliance,Low,2022-05-12,Alice Johnson
3378,Marketing,Non-compliance,Low,2022-12-13,Eva Brown
3379,HR,Fraudulent Activity,Low,2022-01-04,Alice Johnson
3380,Finance,Fraudulent Activity,Low,2022-02-02,Carol Lee
3381,HR,Fraudulent Activity,High,2022-09-29,Carol Lee
3382,Finance,Non-compliance,Medium,2022-01-12,Carol Lee
3383,Marketing,Fraudulent Activity,Medium,2022-10-14,Alice Johnson
3384,HR,Control Weakness,Low,2022-01-24,Alice Johnson
3385,IT,Non-compliance,Medium,2022-01-16,Carol Lee
3386,Operations,Control Weakness,Medium,2022-10-17,Bob Smith
3387,IT,Fraudulent Activity,Medium,2022-07-01,David Kim
3388,Marketing,Control Weakness,High,2022-02-23,Eva Brown
3389,Operations,Non-compliance,Medium,2022-07-16,David Kim
3390,IT,Control Weakness,High,2022-12-14,Eva Brown
3391,Operations,Non-compliance,Low,2022-07-05,Eva Brown
3392,Operations,Fraudulent Activity,Medium,2022-04-04,Eva Brown
3393,IT,Non-compliance,High,2022-07-10,Carol Lee
3394,IT,Non-compliance,Low,2022-06-01,Alice Johnson
3395,HR,Fraudulent Activity,Medium,2022-12-13,Alice Johnson
3396,IT,Non-compliance,Low,2022-04-28,Eva Brown
3397,Marketing,Control Weakness,High,2022-08-15,Eva Brown
3398,HR,Control Weakness,Medium,2022-02-24,Eva Brown
3399,Finance,Non-compliance,High,2022-08-16,Carol Lee
3400,Marketing,Fraudulent Activity,High,2022-07-30,Bob Smith
3401,IT,Control Weakness,Medium,2022-09-19,Eva Brown
3402,HR,Non-compliance,High,2022-04-27,Alice Johnson
3403,Finance,Fraudulent Activity,Low,2022-12-14,David Kim
3404,HR,Non-compliance,Low,2022-05-11,Alice Johnson
3405,IT,Non-compliance,High,2022-10-06,David Kim
3406,Operations,Non-compliance,Low,2022-11-16,David Kim
3407,IT,Fraudulent Activity,Medium,2022-04-23,Eva Brown
3408,IT,Fraudulent Activity,Low,2022-06-18,Carol Lee
3409,Marketing,Non-compliance,Low,2022-06-23,Bob Smith
3410,Marketing,Control Weakness,High,2022-06-02,Carol Lee
3411,Operations,Non-compliance,High,2022-07-30,Carol Lee
3412,Finance,Control Weakness,High,2022-02-01,Carol Lee
3413,IT,Fraudulent Activity,High,2022-07-24,Eva Brown
3414,Finance,Fraudulent Activity,Low,2022-04-03,Alice Johnson
3415,HR,Non-compliance,Medium,2022-09-08,Bob Smith
3416,HR,Fraudulent Activity,Medium,2022-06-14,Bob Smith
3417,IT,Non-compliance,High,2022-03-08,David Kim
3418,IT,Non-compliance,Medium,2022-02-10,Alice Johnson
3419,Finance,Non-compliance,Medium,2022-02-13,Alice Johnson
3420,Operations,Control Weakness,Low,2022-06-07,Eva Brown
3421,Finance,Fraudulent Activity,High,2022-12-23,Carol Lee
3422,IT,Fraudulent Activity,Low,2022-06-01,Bob Smith
3423,Marketing,Fraudulent Activity,High,2022-07-17,David Kim
3424,Marketing,Fraudulent Activity,Medium,2022-12-04,Bob Smith
3425,Marketing,Control Weakness,High,2022-11-17,Eva Brown
3426,Marketing,Fraudulent Activity,Low,2022-04-12,David Kim
3427,HR,Non-compliance,Medium,2022-12-19,Eva Brown
3428,IT,Fraudulent Activity,High,2022-01-25,Alice Johnson
3429,Operations,Fraudulent Activity,High,2022-11-27,Alice Johnson
3430,Operations,Control Weakness,High,2022-01-06,Bob Smith
3431,Marketing,Non-compliance,Low,2022-04-03,Carol Lee
3432,Operations,Non-compliance,High,2022-01-19,David Kim
3433,Finance,Non-compliance,High,2022-01-17,David Kim
3434,Finance,Control Weakness,High,2022-01-08,Bob Smith
3435,Marketing,Fraudulent Activity,High,2022-09-15,Bob Smith
3436,Marketing,Non-compliance,Low,2022-05-17,Alice Johnson
3437,Marketing,Fraudulent Activity,High,2022-07-05,Alice Johnson
3438,IT,Fraudulent Activity,Low,2022-10-29,Eva Brown
3439,HR,Fraudulent Activity,High,2022-06-11,Bob Smith
3440,Operations,Fraudulent Activity,Medium,2022-05-04,Eva Brown
3441,HR,Control Weakness,Low,2022-08-20,Alice Johnson
3442,Operations,Non-compliance,Medium,2022-07-09,Eva Brown
3443,Finance,Control Weakness,High,2022-01-13,Eva Brown
3444,IT,Fraudulent Activity,Medium,2022-03-31,Eva Brown
3445,IT,Non-compliance,Low,2022-07-27,David Kim
3446,IT,Control Weakness,Low,2022-05-17,Eva Brown
3447,IT,Non-compliance,High,2022-05-26,Carol Lee
3448,Operations,Control Weakness,Medium,2022-07-05,David Kim
3449,HR,Non-compliance,High,2022-07-30,Eva Brown
3450,HR,Control Weakness,Medium,2022-09-25,Eva Brown
3451,Marketing,Non-compliance,High,2022-07-10,David Kim
3452,Marketing,Non-compliance,Low,2022-02-19,Bob Smith
3453,Finance,Control Weakness,High,2022-02-20,Eva Brown
3454,IT,Control Weakness,High,2022-04-05,Bob Smith
3455,HR,Fraudulent Activity,Medium,2022-01-30,Alice Johnson
3456,Finance,Non-compliance,High,2022-01-13,Eva Brown
3457,IT,Fraudulent Activity,High,2022-06-18,Alice Johnson
3458,IT,Fraudulent Activity,Medium,2022-11-01,Alice Johnson
3459,Finance,Non-compliance,High,2022-08-01,Eva Brown
3460,Finance,Fraudulent Activity,High,2022-03-20,Eva Brown
3461,Finance,Fraudulent Activity,High,2022-05-29,David Kim
3462,Marketing,Control Weakness,Medium,2022-11-07,Carol Lee
3463,Operations,Fraudulent Activity,Medium,2022-06-03,Alice Johnson
3464,Operations,Non-compliance,Medium,2022-02-09,David Kim
3465,IT,Control Weakness,High,2022-03-29,Alice Johnson
3466,Operations,Control Weakness,High,2022-07-03,Alice Johnson
3467,Operations,Fraudulent Activity,Medium,2022-03-14,Alice Johnson
3468,IT,Fraudulent Activity,Medium,2022-04-11,David Kim
3469,HR,Control Weakness,Low,2022-08-19,Carol Lee
3470,Marketing,Control Weakness,High,2022-02-25,David Kim
3471,HR,Fraudulent Activity,Low,2022-03-25,Alice Johnson
3472,Marketing,Control Weakness,High,2022-08-16,Alice Johnson
3473,IT,Control Weakness,Low,2022-02-26,Bob Smith
3474,Operations,Non-compliance,Medium,2022-11-02,David Kim
3475,Finance,Fraudulent Activity,Low,2022-02-05,David Kim
3476,Operations,Fraudulent Activity,High,2022-01-13,Bob Smith
3477,Marketing,Non-compliance,Low,2022-08-27,Carol Lee
3478,Operations,Fraudulent Activity,Medium,2022-02-09,Bob Smith
3479,Marketing,Fraudulent Activity,Medium,2022-11-18,Bob Smith
3480,Operations,Control Weakness,Medium,2022-03-28,Bob Smith
3481,HR,Fraudulent Activity,High,2022-08-28,David Kim
3482,Operations,Control Weakness,Medium,2022-06-14,Bob Smith
3483,Marketing,Fraudulent Activity,High,2022-10-20,Bob Smith
3484,Marketing,Non-compliance,Medium,2022-07-31,Eva Brown
3485,HR,Non-compliance,Medium,2022-04-06,Carol Lee
3486,Finance,Fraudulent Activity,Low,2022-08-16,Bob Smith
3487,Marketing,Control Weakness,Medium,2022-01-26,Eva Brown
3488,Marketing,Fraudulent Activity,Low,2022-07-21,Carol Lee
3489,Finance,Control Weakness,High,2022-05-18,Bob Smith
3490,HR,Control Weakness,Medium,2022-05-15,David Kim
3491,IT,Control Weakness,Medium,2022-08-27,Carol Lee
3492,Operations,Control Weakness,Low,2022-12-31,Eva Brown
3493,Finance,Fraudulent Activity,High,2022-06-13,Alice Johnson
3494,Finance,Control Weakness,Low,2022-12-09,Bob Smith
3495,Operations,Non-compliance,High,2022-12-02,Alice Johnson
3496,HR,Non-compliance,Medium,2022-12-30,Eva Brown
3497,HR,Fraudulent Activity,Low,2022-01-08,Alice Johnson
3498,Operations,Non-compliance,High,2022-01-29,Alice Johnson
3499,Finance,Fraudulent Activity,Medium,2022-02-24,David Kim
3500,IT,Fraudulent Activity,High,2022-01-31,Bob Smith
3501,HR,Fraudulent Activity,Medium,2022-12-01,Bob Smith
3502,HR,Control Weakness,High,2022-03-06,Alice Johnson
3503,Operations,Non-compliance,Low,2022-05-16,Eva Brown
3504,IT,Fraudulent Activity,Medium,2022-06-18,Eva Brown
3505,Operations,Control Weakness,High,2022-04-05,David Kim
3506,Finance,Control Weakness,Medium,2022-07-16,Carol Lee
3507,Finance,Control Weakness,Medium,2022-12-03,Bob Smith
3508,Finance,Non-compliance,Medium,2022-05-24,Carol Lee
3509,Finance,Non-compliance,Low,2022-01-03,Bob Smith
3510,Marketing,Control Weakness,High,2022-03-02,Bob Smith
3511,IT,Control Weakness,Low,2022-07-08,Carol Lee
3512,Finance,Fraudulent Activity,Low,2022-11-06,David Kim
3513,IT,Control Weakness,Low,2022-07-07,Alice Johnson
3514,Finance,Control Weakness,High,2022-03-04,Bob Smith
3515,IT,Fraudulent Activity,Low,2022-10-15,Alice Johnson
3516,HR,Fraudulent Activity,Medium,2022-09-09,David Kim
3517,Finance,Fraudulent Activity,Low,2022-04-24,Alice Johnson
3518,IT,Control Weakness,Medium,2022-03-17,David Kim
3519,Operations,Non-compliance,Medium,2022-03-27,Bob Smith
